frp,latitude,longitude,county,local_date,daynight,temp,tmin,tmax,rhum,prcp,wspd,pres,elevation,slope,aspect,fuel_model,fuel_class,years_since_last_burn,log_frp
77.7,40.4261,-121.1341,Plumas,2021-08-07,N,17.5,8.0,30.0,41.0,0.0,6.6,1019.2,1889.0,2.0,-1.0,186.0,Timber Litter,50.0,1.8904210746946664
358.0,40.2225,-120.7563,Plumas,2021-08-07,N,21.0,9.0,31.0,26.0,0.0,6.1,1017.9,1692.0,21.0,262.0,121.0,Grass-Shrub,14.0,2.553883038775005
20.6,40.1061,-121.1152,Plumas,2021-08-07,N,17.5,8.0,30.0,41.0,0.0,6.6,1019.2,1291.0,11.0,144.0,186.0,Timber Litter,9.0,1.3138674311916663
58.1,40.3885,-121.1263,Plumas,2021-08-07,N,17.5,8.0,30.0,41.0,0.0,6.6,1019.2,1697.0,1.0,-1.0,186.0,Timber Litter,50.0,1.7641762071398048
31.6,40.3903,-121.102,Plumas,2021-08-07,N,17.5,8.0,30.0,41.0,0.0,6.6,1019.2,1728.0,6.0,201.0,121.0,Grass-Shrub,50.0,1.4996872200533446
204.4,40.2058,-120.8062,Plumas,2021-08-07,N,21.0,9.0,31.0,26.0,0.0,6.1,1017.9,1600.0,30.0,237.0,122.0,Grass-Shrub,14.0,2.3104809127099584
115.9,40.3323,-122.9473,Shasta,2021-08-07,N,25.7,15.4,38.1,43.0,0.0,6.9,1011.8,1032.0,31.0,229.0,121.0,Grass-Shrub,13.0,2.064083473435077
207.5,40.247,-120.7643,Plumas,2021-08-07,N,21.0,9.0,31.0,26.0,0.0,6.1,1017.9,1519.0,16.0,66.0,99.0,Nonburnable,14.0,2.3170181219779655
748.1,40.2375,-120.7133,Plumas,2021-08-07,N,21.0,9.0,31.0,26.0,0.0,6.1,1017.9,1645.0,7.0,205.0,121.0,Grass-Shrub,14.0,2.873959660548653
33.4,40.376,-121.1243,Plumas,2021-08-07,N,17.5,8.0,30.0,41.0,0.0,6.6,1019.2,1659.0,11.0,269.0,186.0,Timber Litter,50.0,1.523746596839833
212.9,40.2616,-120.7418,Plumas,2021-08-07,N,21.0,9.0,31.0,26.0,0.0,6.1,1017.9,1614.0,7.0,207.0,91.0,Nonburnable,14.0,2.3281756818373114
36.1,40.4028,-121.1049,Plumas,2021-08-07,N,17.5,8.0,30.0,41.0,0.0,6.6,1019.2,1849.0,5.0,233.0,183.0,Timber Litter,50.0,1.5575073222088218
3867.6,40.2359,-120.7374,Plumas,2021-08-07,N,21.0,9.0,31.0,26.0,0.0,6.1,1017.9,1479.0,21.0,231.0,121.0,Grass-Shrub,14.0,3.5874415526828636
17.0,40.1856,-121.4273,Plumas,2021-08-07,N,17.5,8.0,30.0,41.0,0.0,6.6,1019.2,1790.0,19.0,35.0,184.0,Timber Litter,50.0,1.230449176845541
380.0,40.2392,-120.7082,Plumas,2021-08-07,N,21.0,9.0,31.0,26.0,0.0,6.1,1017.9,1697.0,14.0,292.0,121.0,Grass-Shrub,14.0,2.579783608045612
75.0,40.2185,-120.8102,Plumas,2021-08-07,N,21.0,9.0,31.0,26.0,0.0,6.1,1017.9,1815.0,22.0,43.0,186.0,Timber Litter,14.0,1.875061321297627
29.0,40.3753,-121.1187,Plumas,2021-08-07,N,17.5,8.0,30.0,41.0,0.0,6.6,1019.2,1711.0,7.0,55.0,183.0,Timber Litter,50.0,1.4623981476556482
1003.9,40.2578,-120.7948,Plumas,2021-08-07,N,21.0,9.0,31.0,26.0,0.0,6.1,1017.9,1648.0,16.0,27.0,101.0,Grass,14.0,3.001690458558226
51.6,40.466,-121.113,Lassen,2021-08-07,N,17.5,8.0,30.0,41.0,0.0,6.6,1019.2,1849.0,9.0,115.0,183.0,Timber Litter,50.0,1.7126497857928005
185.1,40.2192,-120.79,Plumas,2021-08-07,N,21.0,9.0,31.0,26.0,0.0,6.1,1017.9,1940.0,15.0,64.0,121.0,Grass-Shrub,14.0,2.267406442215598
62.0,40.2066,-120.785,Plumas,2021-08-07,N,21.0,9.0,31.0,26.0,0.0,6.1,1017.9,1441.0,34.0,110.0,181.0,Timber Litter,14.0,1.7923917595457453
105.1,40.2321,-120.791,Plumas,2021-08-07,N,21.0,9.0,31.0,26.0,0.0,6.1,1017.9,1685.0,20.0,283.0,101.0,Grass,14.0,2.0216027573502653
15.3,40.3222,-122.9372,Shasta,2021-08-07,N,25.7,15.4,38.1,43.0,0.0,6.9,1011.8,863.0,17.0,172.0,121.0,Grass-Shrub,13.0,1.1846917146701086
192.1,40.2243,-120.7322,Plumas,2021-08-07,N,21.0,9.0,31.0,26.0,0.0,6.1,1017.9,1713.0,5.0,101.0,161.0,Timber-Understory,14.0,2.2835273874694226
41.0,40.454,-121.1182,Lassen,2021-08-07,N,17.5,8.0,30.0,41.0,0.0,6.6,1019.2,1817.0,7.0,290.0,186.0,Timber Litter,50.0,1.612783962645206
52.8,40.2598,-120.767,Plumas,2021-08-07,N,21.0,9.0,31.0,26.0,0.0,6.1,1017.9,1616.0,10.0,200.0,101.0,Grass,1.0,1.7226340047865472
198.0,40.4773,-121.1482,Lassen,2021-08-07,N,17.5,8.0,30.0,41.0,0.0,6.6,1019.2,2010.0,9.0,54.0,182.0,Timber Litter,50.0,2.2966652121955953
63.2,40.4725,-121.1925,Lassen,2021-08-07,N,17.5,8.0,30.0,41.0,0.0,6.6,1019.2,2197.0,9.0,303.0,183.0,Timber Litter,50.0,1.8007171469998609
69.7,40.4279,-121.1103,Plumas,2021-08-07,N,17.5,8.0,30.0,41.0,0.0,6.6,1019.2,2034.0,7.0,16.0,182.0,Timber Litter,50.0,1.8432328404071128
58.2,40.4791,-121.1229,Lassen,2021-08-07,N,17.5,8.0,30.0,41.0,0.0,6.6,1019.2,1941.0,0.0,-1.0,121.0,Grass-Shrub,50.0,1.764923059270927
125.1,40.4745,-121.1671,Lassen,2021-08-07,N,17.5,8.0,30.0,41.0,0.0,6.6,1019.2,2112.0,8.0,25.0,183.0,Timber Litter,50.0,2.0972573444092046
1732.1,40.2355,-120.757,Plumas,2021-08-07,N,21.0,9.0,31.0,26.0,0.0,6.1,1017.9,1331.0,17.0,315.0,91.0,Nonburnable,14.0,3.238572964203958
43.0,40.2039,-120.8317,Plumas,2021-08-07,N,21.0,9.0,31.0,26.0,0.0,6.1,1017.9,1642.0,15.0,202.0,122.0,Grass-Shrub,14.0,1.6334685565782916
25.7,40.3419,-122.9676,Shasta,2021-08-07,N,25.7,15.4,38.1,43.0,0.0,6.9,1011.8,980.0,20.0,38.0,188.0,Timber Litter,50.0,1.4099332923174415
121.3,40.1765,-120.8524,Plumas,2021-08-07,N,21.0,9.0,31.0,26.0,0.0,6.1,1017.9,1491.0,4.0,159.0,181.0,Timber Litter,50.0,2.083860836669909
206.3,40.1784,-120.8261,Plumas,2021-08-07,N,21.0,9.0,31.0,26.0,0.0,6.1,1017.9,1387.0,29.0,271.0,161.0,Timber-Understory,14.0,2.31449924902475
18.6,40.2035,-121.0126,Plumas,2021-08-07,N,17.5,8.0,30.0,41.0,0.0,6.6,1019.2,1445.0,1.0,-1.0,186.0,Timber Litter,50.0,1.2695131777095106
42.2,40.1509,-120.8488,Plumas,2021-08-07,N,21.0,9.0,31.0,26.0,0.0,6.1,1017.9,1530.0,31.0,280.0,186.0,Timber Litter,50.0,1.6253125538750461
99.8,40.4754,-121.1746,Lassen,2021-08-07,N,17.5,8.0,30.0,41.0,0.0,6.6,1019.2,2167.0,10.0,120.0,142.0,Shrub,50.0,1.99913058480385
179.7,40.4388,-121.1355,Plumas,2021-08-07,N,17.5,8.0,30.0,41.0,0.0,6.6,1019.2,1885.0,2.0,-1.0,184.0,Timber Litter,50.0,2.254548101276724
46.9,40.2314,-120.811,Plumas,2021-08-07,N,21.0,9.0,31.0,26.0,0.0,6.1,1017.9,1669.0,6.0,213.0,121.0,Grass-Shrub,14.0,1.671172935315176
1363.7,40.2557,-120.8236,Plumas,2021-08-07,N,21.0,9.0,31.0,26.0,0.0,6.1,1017.9,2018.0,15.0,252.0,161.0,Timber-Understory,14.0,3.1347188436850724
69.9,40.4736,-121.1992,Lassen,2021-08-07,N,17.5,8.0,30.0,41.0,0.0,6.6,1019.2,2160.0,5.0,357.0,182.0,Timber Litter,50.0,1.8444772378765042
1223.5,40.2488,-120.7389,Plumas,2021-08-07,N,21.0,9.0,31.0,26.0,0.0,6.1,1017.9,1459.0,21.0,92.0,184.0,Timber Litter,14.0,3.0876039772374155
150.0,40.2047,-120.8116,Plumas,2021-08-07,N,21.0,9.0,31.0,26.0,0.0,6.1,1017.9,1449.0,23.0,265.0,161.0,Timber-Understory,14.0,2.176091288008646
66.3,40.1804,-120.7998,Plumas,2021-08-07,N,21.0,9.0,31.0,26.0,0.0,6.1,1017.9,1193.0,23.0,278.0,161.0,Timber-Understory,14.0,1.8215135939092149
30.8,40.2158,-121.012,Plumas,2021-08-07,N,17.5,8.0,30.0,41.0,0.0,6.6,1019.2,1681.0,28.0,259.0,181.0,Timber Litter,50.0,1.4885508575051234
59.7,40.4426,-121.0849,Plumas,2021-08-07,N,17.5,8.0,30.0,41.0,0.0,6.6,1019.2,1809.0,3.0,101.0,181.0,Timber Litter,50.0,1.7759744038755074
49.5,40.3306,-122.9666,Shasta,2021-08-07,N,25.7,15.4,38.1,43.0,0.0,6.9,1011.8,1161.0,15.0,336.0,91.0,Nonburnable,13.0,1.694605286669819
134.1,40.4299,-121.0836,Plumas,2021-08-07,N,17.5,8.0,30.0,41.0,0.0,6.6,1019.2,1819.0,10.0,72.0,181.0,Timber Litter,50.0,2.127428810237465
73.5,40.1658,-120.8228,Plumas,2021-08-07,N,21.0,9.0,31.0,26.0,0.0,6.1,1017.9,1149.0,21.0,265.0,186.0,Timber Litter,14.0,1.8662873981718755
27.2,40.4046,-121.0803,Plumas,2021-08-07,N,17.5,8.0,30.0,41.0,0.0,6.6,1019.2,1819.0,4.0,122.0,182.0,Timber Litter,50.0,1.4345690637012583
80.0,40.2668,-120.8487,Lassen,2021-08-07,N,21.0,9.0,31.0,26.0,0.0,6.1,1017.9,1812.0,16.0,142.0,181.0,Timber Litter,50.0,1.9030900412787504
69.5,40.3879,-121.1206,Plumas,2021-08-07,N,17.5,8.0,30.0,41.0,0.0,6.6,1019.2,1697.0,1.0,-1.0,162.0,Timber-Understory,50.0,1.8419848670785242
91.2,40.2813,-120.8279,Lassen,2021-08-07,N,21.0,9.0,31.0,26.0,0.0,6.1,1017.9,2062.0,13.0,165.0,181.0,Timber Litter,50.0,1.9599948859484226
29.7,40.4117,-121.3241,Plumas,2021-08-07,N,17.5,8.0,30.0,41.0,0.0,6.6,1019.2,1570.0,1.0,-1.0,186.0,Timber Litter,50.0,1.472756595544286
155.2,40.464,-121.1387,Lassen,2021-08-07,N,17.5,8.0,30.0,41.0,0.0,6.6,1019.2,1914.0,3.0,138.0,181.0,Timber Litter,50.0,2.1908917449050604
67.7,40.1637,-120.8515,Plumas,2021-08-07,N,21.0,9.0,31.0,26.0,0.0,6.1,1017.9,1531.0,32.0,38.0,161.0,Timber-Understory,50.0,1.8305887328349892
3933.7,40.2374,-120.7322,Plumas,2021-08-07,N,21.0,9.0,31.0,26.0,0.0,6.1,1017.9,1560.0,16.0,268.0,142.0,Shrub,14.0,3.5948012368824207
14.0,40.3124,-123.0429,Shasta,2021-08-07,N,25.7,15.4,38.1,43.0,0.0,6.9,1011.8,1271.0,22.0,217.0,121.0,Grass-Shrub,50.0,1.1461283458884715
44.4,40.4192,-121.056,Lassen,2021-08-07,N,17.5,8.0,30.0,41.0,0.0,6.6,1019.2,1739.0,9.0,105.0,186.0,Timber Litter,50.0,1.6473830679286814
70.2,40.1912,-120.8289,Plumas,2021-08-07,N,21.0,9.0,31.0,26.0,0.0,6.1,1017.9,1511.0,23.0,301.0,161.0,Timber-Understory,14.0,1.8463371739951118
133.2,40.2333,-120.7852,Plumas,2021-08-07,N,21.0,9.0,31.0,26.0,0.0,6.1,1017.9,1728.0,15.0,311.0,101.0,Grass,14.0,2.124504257438972
252.2,40.4173,-121.0822,Plumas,2021-08-07,N,17.5,8.0,30.0,41.0,0.0,6.6,1019.2,1831.0,6.0,66.0,182.0,Timber Litter,50.0,2.4017450994573037
449.1,40.2685,-120.8259,Plumas,2021-08-07,N,21.0,9.0,31.0,26.0,0.0,6.1,1017.9,2026.0,10.0,247.0,161.0,Timber-Understory,50.0,2.652343064733044
17.2,40.3436,-122.9484,Shasta,2021-08-07,N,25.7,15.4,38.1,43.0,0.0,6.9,1011.8,1085.0,18.0,6.0,165.0,Timber-Understory,50.0,1.2355286994042673
64.6,40.2212,-120.761,Plumas,2021-08-07,N,21.0,9.0,31.0,26.0,0.0,6.1,1017.9,1459.0,27.0,265.0,122.0,Grass-Shrub,14.0,1.8102325852233268
1154.0,40.2341,-120.7627,Plumas,2021-08-07,N,21.0,9.0,31.0,26.0,0.0,6.1,1017.9,1333.0,14.0,165.0,101.0,Grass,14.0,3.0622058125830964
21.7,40.1831,-121.4212,Plumas,2021-08-07,N,17.5,8.0,30.0,41.0,0.0,6.6,1019.2,1750.0,12.0,50.0,184.0,Timber Litter,50.0,1.3364599339841894
249.6,40.4482,-121.1078,Lassen,2021-08-08,N,19.4,8.0,30.0,39.0,0.0,7.3,1016.3,1863.0,2.0,-1.0,186.0,Timber Litter,50.0,2.397244598410005
514.1,40.2619,-120.8016,Plumas,2021-08-08,N,23.2,12.0,31.0,25.0,0.0,10.6,1016.1,1780.0,21.0,68.0,101.0,Grass,14.0,2.711047612314699
156.8,40.2604,-120.754,Plumas,2021-08-08,N,23.2,12.0,31.0,25.0,0.0,10.6,1016.1,1553.0,13.0,248.0,101.0,Grass,1.0,2.1953460860457708
177.7,40.2811,-120.7943,Plumas,2021-08-08,N,23.2,12.0,31.0,25.0,0.0,10.6,1016.1,2026.0,19.0,92.0,102.0,Grass,1.0,2.2496874522450576
112.8,40.2586,-120.6951,Plumas,2021-08-08,N,23.2,12.0,31.0,25.0,0.0,10.6,1016.1,1885.0,11.0,260.0,122.0,Grass-Shrub,14.0,2.0523091381486056
218.6,40.2795,-120.7978,Lassen,2021-08-08,N,23.2,12.0,31.0,25.0,0.0,10.6,1016.1,2045.0,19.0,112.0,161.0,Timber-Understory,1.0,2.3396501774807685
485.2,40.2412,-120.6998,Plumas,2021-08-08,N,23.2,12.0,31.0,25.0,0.0,10.6,1016.1,1695.0,5.0,170.0,165.0,Timber-Understory,14.0,2.6859208011453695
556.6,40.2635,-120.7978,Plumas,2021-08-08,N,23.2,12.0,31.0,25.0,0.0,10.6,1016.1,1800.0,22.0,186.0,121.0,Grass-Shrub,14.0,2.745543209800656
159.1,40.2252,-120.7555,Plumas,2021-08-08,N,23.2,12.0,31.0,25.0,0.0,10.6,1016.1,1679.0,11.0,58.0,142.0,Shrub,14.0,2.201670206943531
163.8,40.2077,-120.7587,Plumas,2021-08-08,N,23.2,12.0,31.0,25.0,0.0,10.6,1016.1,1408.0,28.0,335.0,181.0,Timber Litter,14.0,2.2143139239381036
136.9,40.2623,-120.7491,Plumas,2021-08-08,N,23.2,12.0,31.0,25.0,0.0,10.6,1016.1,1593.0,19.0,65.0,101.0,Grass,1.0,2.136403479857472
231.0,40.4316,-121.0671,Plumas,2021-08-08,N,19.4,8.0,30.0,39.0,0.0,7.3,1016.3,1745.0,7.0,245.0,186.0,Timber Litter,50.0,2.363611998692771
225.2,40.4482,-121.1116,Lassen,2021-08-08,N,19.4,8.0,30.0,39.0,0.0,7.3,1016.3,1867.0,5.0,328.0,161.0,Timber-Understory,50.0,2.352568405464143
81.8,40.2607,-120.6899,Plumas,2021-08-08,N,23.2,12.0,31.0,25.0,0.0,10.6,1016.1,1967.0,23.0,208.0,122.0,Grass-Shrub,14.0,1.9127533567635546
204.3,40.4288,-121.0584,Lassen,2021-08-08,N,19.4,8.0,30.0,39.0,0.0,7.3,1016.3,1754.0,0.0,-1.0,186.0,Timber Litter,50.0,2.310268387890131
352.0,40.2429,-120.7575,Plumas,2021-08-08,N,23.2,12.0,31.0,25.0,0.0,10.6,1016.1,1410.0,16.0,228.0,121.0,Grass-Shrub,14.0,2.5465426758160423
223.4,40.2091,-120.8102,Plumas,2021-08-08,N,23.2,12.0,31.0,25.0,0.0,10.6,1016.1,1548.0,17.0,206.0,181.0,Timber Litter,14.0,2.3490831882198084
197.5,40.2263,-120.7655,Plumas,2021-08-08,N,23.2,12.0,31.0,25.0,0.0,10.6,1016.1,1298.0,18.0,272.0,91.0,Nonburnable,14.0,2.2955671219520726
125.9,40.2244,-120.71,Plumas,2021-08-08,N,23.2,12.0,31.0,25.0,0.0,10.6,1016.1,1662.0,4.0,210.0,122.0,Grass-Shrub,14.0,2.1000257646030542
177.7,40.244,-120.766,Plumas,2021-08-08,N,23.2,12.0,31.0,25.0,0.0,10.6,1016.1,1439.0,7.0,196.0,142.0,Shrub,14.0,2.2496874522450576
100.5,40.1929,-120.8224,Plumas,2021-08-08,N,23.2,12.0,31.0,25.0,0.0,10.6,1016.1,1583.0,2.0,-1.0,122.0,Grass-Shrub,14.0,2.002166104969887
232.1,40.2087,-120.7667,Plumas,2021-08-08,N,23.2,12.0,31.0,25.0,0.0,10.6,1016.1,1248.0,13.0,274.0,181.0,Timber Litter,14.0,2.365675159167442
80.0,40.1753,-120.8265,Plumas,2021-08-08,N,23.2,12.0,31.0,25.0,0.0,10.6,1016.1,1311.0,28.0,245.0,101.0,Grass,14.0,1.9030900412787504
388.1,40.242,-120.7099,Plumas,2021-08-08,N,23.2,12.0,31.0,25.0,0.0,10.6,1016.1,1675.0,9.0,226.0,122.0,Grass-Shrub,14.0,2.5889436539302872
158.1,40.2104,-120.8184,Plumas,2021-08-08,N,23.2,12.0,31.0,25.0,0.0,10.6,1016.1,1573.0,26.0,193.0,186.0,Timber Litter,14.0,2.198931897401815
110.5,40.2094,-120.8052,Plumas,2021-08-08,N,23.2,12.0,31.0,25.0,0.0,10.6,1016.1,1728.0,17.0,247.0,161.0,Timber-Understory,14.0,2.043362317323796
114.3,40.26,-120.8224,Plumas,2021-08-08,N,23.2,12.0,31.0,25.0,0.0,10.6,1016.1,2035.0,27.0,71.0,101.0,Grass,14.0,2.0580462683912977
794.6,40.2318,-120.7095,Plumas,2021-08-08,N,23.2,12.0,31.0,25.0,0.0,10.6,1016.1,1613.0,2.0,-1.0,144.0,Shrub,14.0,2.900148566184918
190.8,40.2735,-120.8135,Plumas,2021-08-08,N,23.2,12.0,31.0,25.0,0.0,10.6,1016.1,2066.0,16.0,165.0,181.0,Timber Litter,14.0,2.280578393129841
168.6,40.2748,-120.8178,Lassen,2021-08-08,N,23.2,12.0,31.0,25.0,0.0,10.6,1016.1,2114.0,5.0,138.0,122.0,Grass-Shrub,14.0,2.226857596047589
139.2,40.255,-120.7381,Plumas,2021-08-08,N,23.2,12.0,31.0,25.0,0.0,10.6,1016.1,1581.0,20.0,264.0,122.0,Grass-Shrub,14.0,2.1436392664738584
179.4,40.2533,-120.7344,Plumas,2021-08-08,N,23.2,12.0,31.0,25.0,0.0,10.6,1016.1,1540.0,7.0,255.0,101.0,Grass,14.0,2.253822462916238
43.7,40.2685,-120.7309,Plumas,2021-08-08,N,23.2,12.0,31.0,25.0,0.0,10.6,1016.1,1779.0,22.0,297.0,122.0,Grass-Shrub,14.0,1.6404815363512988
98.8,40.4578,-121.1063,Lassen,2021-08-08,N,19.4,8.0,30.0,39.0,0.0,7.3,1016.3,1809.0,16.0,39.0,184.0,Timber Litter,50.0,1.9947569885445573
180.6,40.2447,-120.7007,Plumas,2021-08-08,N,23.2,12.0,31.0,25.0,0.0,10.6,1016.1,1740.0,7.0,119.0,165.0,Timber-Understory,14.0,2.2567177700248
1213.2,40.24,-120.7424,Plumas,2021-08-08,N,23.2,12.0,31.0,25.0,0.0,10.6,1016.1,1384.0,22.0,185.0,101.0,Grass,14.0,3.0839324052183694
93.5,40.2644,-120.7757,Plumas,2021-08-08,N,23.2,12.0,31.0,25.0,0.0,10.6,1016.1,1653.0,27.0,182.0,141.0,Shrub,1.0,1.970811657321123
313.1,40.2176,-120.7173,Plumas,2021-08-08,N,23.2,12.0,31.0,25.0,0.0,10.6,1016.1,1661.0,9.0,312.0,121.0,Grass-Shrub,14.0,2.4956830814877065
992.3,40.2259,-120.7503,Plumas,2021-08-08,N,23.2,12.0,31.0,25.0,0.0,10.6,1016.1,1590.0,14.0,15.0,101.0,Grass,14.0,2.9966429957321172
126.6,40.2059,-120.7986,Plumas,2021-08-08,N,23.2,12.0,31.0,25.0,0.0,10.6,1016.1,1635.0,27.0,116.0,101.0,Grass,14.0,2.102433739985796
192.4,40.2467,-120.7046,Plumas,2021-08-08,N,23.2,12.0,31.0,25.0,0.0,10.6,1016.1,1721.0,6.0,246.0,122.0,Grass-Shrub,14.0,2.2842050902742717
30.9,40.3342,-122.9384,Shasta,2021-08-08,N,25.0,15.0,36.2,47.0,0.0,4.9,1010.7,1022.0,20.0,201.0,121.0,Grass-Shrub,13.0,1.4899586199731878
228.7,40.3921,-121.3191,Plumas,2021-08-08,D,19.4,8.0,30.0,39.0,0.0,7.3,1016.3,1644.0,22.0,51.0,186.0,Timber Litter,104.0,2.35926618359645
451.5,40.2469,-120.7331,Plumas,2021-08-08,D,23.2,12.0,31.0,25.0,0.0,10.6,1016.1,1536.0,8.0,217.0,121.0,Grass-Shrub,14.0,2.6546577642684497
61.4,40.1742,-120.8071,Plumas,2021-08-08,D,23.2,12.0,31.0,25.0,0.0,10.6,1016.1,1428.0,30.0,71.0,101.0,Grass,14.0,1.7881684418731623
177.6,40.3938,-121.3379,Plumas,2021-08-08,D,19.4,8.0,30.0,39.0,0.0,7.3,1016.3,1741.0,31.0,245.0,161.0,Timber-Understory,50.0,2.2494429858960996
51.7,40.1573,-120.8656,Plumas,2021-08-08,D,23.2,12.0,31.0,25.0,0.0,10.6,1016.1,1448.0,19.0,269.0,161.0,Timber-Understory,50.0,1.7134906270967356
149.6,40.431,-121.1256,Plumas,2021-08-08,D,19.4,8.0,30.0,39.0,0.0,7.3,1016.3,1957.0,3.0,258.0,182.0,Timber Litter,50.0,2.1749316225588213
181.2,40.4424,-121.1245,Plumas,2021-08-08,D,19.4,8.0,30.0,39.0,0.0,7.3,1016.3,1886.0,7.0,332.0,183.0,Timber Litter,50.0,2.2581582173084804
20.6,40.2205,-120.8096,Plumas,2021-08-08,D,23.2,12.0,31.0,25.0,0.0,10.6,1016.1,1742.0,17.0,50.0,186.0,Timber Litter,14.0,1.3138674311916663
62.2,40.1869,-120.8228,Plumas,2021-08-08,D,23.2,12.0,31.0,25.0,0.0,10.6,1016.1,1628.0,16.0,22.0,142.0,Shrub,14.0,1.7937904545130772
140.5,40.2792,-120.8355,Lassen,2021-08-08,D,23.2,12.0,31.0,25.0,0.0,10.6,1016.1,1986.0,10.0,219.0,99.0,Nonburnable,50.0,2.147676355151737
63.6,40.426,-121.0698,Plumas,2021-08-08,D,19.4,8.0,30.0,39.0,0.0,7.3,1016.3,1740.0,1.0,-1.0,121.0,Grass-Shrub,50.0,1.8034571839337044
32.7,40.186,-121.4067,Plumas,2021-08-08,D,19.4,8.0,30.0,39.0,0.0,7.3,1016.3,1932.0,24.0,196.0,122.0,Grass-Shrub,50.0,1.514547885472034
106.2,40.2552,-120.8206,Plumas,2021-08-08,D,23.2,12.0,31.0,25.0,0.0,10.6,1016.1,2002.0,12.0,207.0,186.0,Timber Litter,14.0,2.0261245576394673
48.5,40.176,-120.8262,Plumas,2021-08-08,D,23.2,12.0,31.0,25.0,0.0,10.6,1016.1,1350.0,30.0,253.0,121.0,Grass-Shrub,14.0,1.6857418281475085
47.5,40.1555,-120.8465,Plumas,2021-08-08,D,23.2,12.0,31.0,25.0,0.0,10.6,1016.1,1606.0,27.0,204.0,186.0,Timber Litter,50.0,1.6766937010552743
127.3,40.2248,-120.7355,Plumas,2021-08-08,D,23.2,12.0,31.0,25.0,0.0,10.6,1016.1,1680.0,15.0,297.0,161.0,Timber-Understory,14.0,2.1048284377694815
117.6,40.4324,-121.1317,Plumas,2021-08-08,D,19.4,8.0,30.0,39.0,0.0,7.3,1016.3,1906.0,4.0,284.0,183.0,Timber Litter,50.0,2.070407358669921
49.1,40.209,-120.819,Plumas,2021-08-08,D,23.2,12.0,31.0,25.0,0.0,10.6,1016.1,1492.0,20.0,196.0,99.0,Nonburnable,14.0,1.691081580573974
68.0,40.2188,-120.7907,Plumas,2021-08-08,D,23.2,12.0,31.0,25.0,0.0,10.6,1016.1,1951.0,12.0,131.0,99.0,Nonburnable,14.0,1.8325089765730673
566.7,40.2341,-120.7159,Plumas,2021-08-08,D,23.2,12.0,31.0,25.0,0.0,10.6,1016.1,1601.0,11.0,19.0,182.0,Timber Litter,14.0,2.7533532203050655
68.4,40.2176,-121.0248,Plumas,2021-08-08,D,19.4,8.0,30.0,39.0,0.0,7.3,1016.3,1602.0,13.0,205.0,186.0,Timber Litter,50.0,1.835056165213457
93.7,40.4798,-121.1569,Lassen,2021-08-08,D,19.4,8.0,30.0,39.0,0.0,7.3,1016.3,2033.0,5.0,346.0,183.0,Timber Litter,50.0,1.9717396372372402
50.3,40.198,-120.8211,Plumas,2021-08-08,D,23.2,12.0,31.0,25.0,0.0,10.6,1016.1,1607.0,28.0,101.0,122.0,Grass-Shrub,14.0,1.70156807139677
77.0,40.427,-121.0754,Plumas,2021-08-08,D,19.4,8.0,30.0,39.0,0.0,7.3,1016.3,1765.0,4.0,80.0,181.0,Timber Litter,50.0,1.886490781574359
110.2,40.1853,-120.8058,Plumas,2021-08-08,D,23.2,12.0,31.0,25.0,0.0,10.6,1016.1,1306.0,25.0,78.0,101.0,Grass,14.0,2.042181633925427
57.9,40.2096,-120.8125,Plumas,2021-08-08,D,23.2,12.0,31.0,25.0,0.0,10.6,1016.1,1630.0,24.0,158.0,186.0,Timber Litter,14.0,1.7626786387351123
72.3,40.2578,-120.7304,Plumas,2021-08-08,D,23.2,12.0,31.0,25.0,0.0,10.6,1016.1,1668.0,13.0,189.0,122.0,Grass-Shrub,14.0,1.8591383573629197
129.0,40.452,-121.1041,Lassen,2021-08-08,D,19.4,8.0,30.0,39.0,0.0,7.3,1016.3,1832.0,2.0,-1.0,121.0,Grass-Shrub,50.0,2.1105897439654866
56.9,40.2537,-120.8038,Plumas,2021-08-08,D,23.2,12.0,31.0,25.0,0.0,10.6,1016.1,1821.0,18.0,110.0,101.0,Grass,14.0,1.755112342720984
37.1,40.302,-123.0387,Shasta,2021-08-08,D,25.0,15.0,36.2,47.0,0.0,4.9,1010.7,1293.0,12.0,56.0,188.0,Timber Litter,1.0,1.5693740266755374
68.8,40.2157,-121.0047,Plumas,2021-08-08,D,19.4,8.0,30.0,39.0,0.0,7.3,1016.3,1685.0,22.0,186.0,181.0,Timber Litter,50.0,1.8375885013597046
142.8,40.4276,-121.0878,Plumas,2021-08-08,D,19.4,8.0,30.0,39.0,0.0,7.3,1016.3,1874.0,10.0,37.0,184.0,Timber Litter,50.0,2.1547282378529333
40.9,40.2323,-120.6973,Plumas,2021-08-08,D,23.2,12.0,31.0,25.0,0.0,10.6,1016.1,1694.0,10.0,250.0,144.0,Shrub,14.0,1.6117234141917987
292.9,40.2359,-120.7351,Plumas,2021-08-08,D,23.2,12.0,31.0,25.0,0.0,10.6,1016.1,1512.0,14.0,212.0,101.0,Grass,14.0,2.4667193865089962
264.0,40.2663,-120.8183,Plumas,2021-08-08,D,23.2,12.0,31.0,25.0,0.0,10.6,1016.1,2103.0,27.0,159.0,181.0,Timber Litter,14.0,2.4216039433203793
92.3,40.4305,-121.1118,Plumas,2021-08-08,D,19.4,8.0,30.0,39.0,0.0,7.3,1016.3,2017.0,6.0,19.0,186.0,Timber Litter,50.0,1.9652017480783994
